3.585437057666885252e+00,2.422945171160492350e+00
5.461526052978467938e+00,3.947330819720249462e-01
3.233749703075994297e+00,1.119593344818150982e+00
3.279202027891109594e+00,9.072780057184662850e-01
5.277359441013788732e+00,6.105349735656140364e-01
3.528844849856130672e+00,1.121085802923916797e+00
2.951788258765217776e+00,8.502128592540505458e-01
3.155628042689919255e+00,1.255675028846692243e+00
2.997102235934786307e+00,4.942995987015297299e-01
4.684132241001417007e+00,4.163486461267683625e-01
4.791040093516684806e+00,8.057869231827519130e-02
5.895091673088012740e+00,4.603230016148869286e-01
4.362540486691091068e+00,5.882153307278925602e-01
3.939234122998552134e+00,1.336178531238747524e+00
3.302230331391755591e+00,4.714033375439806717e-01
2.644645684265075403e+00,1.790937654480613039e+00
4.255292995363046060e+00,6.966641825199139104e-01
4.666046500105942130e+00,1.103057548754808215e+00
5.005212835116507719e+00,1.032255144302289152e+00
3.450049742743312997e+00,3.746917790183253438e-01
3.826048511144141795e+00,1.881483760758760670e+00
3.377068322249463073e+00,1.038672805371212871e+00
4.120646953850789274e+00,1.022282090495723272e+00
6.211609192771804899e+00,2.342784390751663004e+00
2.784644455837389287e+00,1.189012157151490889e+00
3.704390111074318259e+00,7.366546051012373697e-01
4.033316052177129407e+00,1.838630012445708672e+00
5.116250912974601661e+00,2.084526634584046079e+00
5.838131200419811151e+00,1.272997987757608307e+00
3.194718050958832656e+00,3.981038383220881216e-01
4.048677517982713248e+00,1.664436859001428459e+00
3.931795163701685247e+00,1.175802064078782294e+00
3.486304462141673000e+00,6.003418577416627100e-01
2.126409191470267857e+00,1.434056763206243978e+00
3.447227783805296930e+00,1.393879223034337311e+00
3.104683180269657061e+00,1.773521276707705541e+00
2.732878564761764384e+00,2.032671391639198966e+00
2.917909171123672429e+00,2.301024570425450833e+00
3.659402258229293103e+00,1.210786711524023840e+00
2.067296005147502669e+00,5.126666000877493357e-01
3.566394680929143135e+00,1.302668541504634625e+00
1.775905123134887909e+00,1.859741108938173682e+00
3.515871830587496305e+00,2.170200564738765436e+00
3.368856286708047154e+00,2.450197474481622617e+00
3.295172286521519833e+00,1.942788810450574610e+00
1.727673807099348924e+00,2.131184123280501552e+00
3.645478738017923437e+00,1.616100577478167599e+00
3.534687545681930221e+00,1.917318479039088253e+00
4.918947909287152420e+00,2.296345045100788518e+00
3.217041894210718844e+00,6.774366816158857718e-01
4.264692444825727513e+00,8.157822410173215522e-01
3.652627028103988316e+00,3.672477382972400006e-01
3.427763668136733610e+00,8.742421476218529275e-01
5.711763342862589354e+00,1.453340245792254182e+00
5.658340936210490391e+00,1.096564037717649764e+00
4.745697088529544416e+00,-1.425278619952996539e-01
5.311193616683016927e+00,8.501974437647839000e-01
5.969459571693842115e+00,2.566795292140290341e-01
5.694452375071069383e+00,-9.699832462366126951e-01
6.765302380848178032e+00,-8.631994745037844252e-01
7.324892905550627553e+00,-5.687431857657399004e-01
6.931615072676894584e+00,-1.601129467067265999e+00
4.607678387222875926e+00,1.498497429756266430e-01
4.921222682312748731e+00,7.743198142883476187e-01
3.510622424164201227e+00,2.133149067611335159e-01
4.246096342460208284e+00,1.368324999336922865e+00
3.485710725130530818e+00,-2.094578934773649870e-02
5.164247926315834292e+00,-3.279560188456520642e-02
5.072449547460788466e+00,-9.320287046343221915e-01
5.394799339661026316e+00,-5.112593121092026127e-01
4.099891325902630612e+00,3.167774916412812169e-01
5.094467175580589924e+00,7.185072486470321929e-01
3.347165913251239466e+00,7.073374619047390066e-01
4.749410073938427068e+00,1.306297284199937403e+00
3.310470101155278400e+00,-2.981725208337882016e-01
3.683988941873070466e+00,9.250614932515184297e-01
4.913735014243573396e+00,1.255187529823810877e+00
3.815032680375308072e+00,2.179839880036552380e+00
3.487921315629784580e+00,1.155662125882550351e+00
3.801875873105503789e+00,7.531640798866106046e-01
3.659220088333119403e+00,-2.904820462258550506e-02
5.112807941872598683e+00,9.111190720144408672e-01
4.507177919620445117e+00,-3.106925864628566902e-01
6.142903953858149357e+00,6.623274269882912790e-01
5.327481921795646613e+00,5.095197879734280066e-01
5.300042467506805188e+00,-2.707889474912732464e-01
5.734009750034671171e+00,3.316963440616438330e-02
4.149578002861348480e+00,-1.445217687208620649e+00
7.083321051598108653e+00,-8.311172383223233151e-01
5.542934319752467864e+00,-7.913794029560852206e-01
5.085113544763831150e+00,-7.767608696745861296e-01
5.851481688001812564e+00,-1.923789801497473584e-01
6.684197523262886520e+00,-9.211150361635839223e-02
6.869354910774494449e+00,1.507356253723334483e+00
6.510451613364257817e+00,1.115225485069492706e+00
3.996325404852250074e+00,-4.835723296381075897e-01
5.833832500371149088e+00,-7.147632109737011019e-01
6.908552900198063007e+00,5.758316236693667989e-01
