6.720029354128572052e+00,4.014034438205171806e-01
4.704247609840964017e+00,2.023806532491128074e+00
2.329141841076047825e+00,-3.379614287168066777e-01
3.916167932591556600e+00,7.610780040969700178e-01
5.368224049057003455e+00,2.201407273166627654e+00
5.372209158058589118e+00,2.377865489268376820e+00
4.296374298135941849e+00,1.542033478602520713e+00
5.115605056094832293e+00,1.369016327625266261e+00
4.409759777287914240e+00,7.253863546816643471e-01
2.664033996539845184e+00,2.524887749085450439e-01
4.823958935281275728e+00,1.805588737801575583e+00
4.197530639519242435e+00,1.165300095628314825e+00
3.723912836420796957e+00,1.235841287673640432e+00
3.512653310699962006e+00,2.947161808206738565e-01
3.433434866852034695e+00,1.321446113077692219e+00
2.155815082769611202e+00,1.208440212263005131e+00
3.406970188052582671e+00,7.491843628017103018e-01
3.035549126723113389e+00,1.967147870551884781e+00
7.775458576132003863e-01,9.417141615336785954e-01
3.405869243977862837e+00,2.274095990074278539e+00
2.442427652660903004e+00,2.836436022149527947e+00
8.480139830189743488e-01,1.622025553415112675e+00
2.172872585880520457e+00,1.441609306334791452e+00
3.834972386342893724e+00,1.289198929014348849e+00
4.052483661255386060e+00,2.347594081100084384e+00
3.668472461637441562e+00,1.987373113220781917e+00
3.255237291729340399e+00,1.395663588275720901e+00
3.817260067992163552e+00,1.949945986121039532e+00
1.836565732519151561e+00,1.143400870954590864e+00
3.148470309485933427e+00,1.613789006987852437e+00
5.324234820962495007e+00,2.280278066927207803e+00
5.397460993974317667e+00,1.165244314796929359e+00
3.535921977809747041e+00,1.276068862618757294e+00
2.408466394644491526e+00,6.524578568021093261e-01
3.751750294828184895e+00,9.756439768341269581e-01
3.401134597509145596e+00,1.982746776790934806e+00
2.517219869988117864e+00,2.294731696974891655e+00
3.039738146525142959e+00,2.314210689783354535e+00
3.592494098571306527e+00,2.459934272686004952e+00
1.799802043810426300e+00,1.843174809316182605e+00
2.123109018429957029e+00,1.329016896218170540e+00
2.660636333441771306e+00,1.089531412436917091e+00
3.955473815306760343e+00,1.468849993605410909e+00
4.897147938109504217e+00,6.572164744732433839e-01
4.635627003978674665e+00,9.946952814619225425e-01
4.536605585249790629e+00,1.024168499879009708e+00
5.953346871818156139e+00,1.614611253829603355e+00
4.239168368845294133e+00,1.297886014645004860e+00
3.669588666165055635e+00,4.083214472333921430e-01
5.367413580987283162e+00,8.005893313090620689e-01
6.255111208391870292e+00,1.575490279136386729e+00
4.745226712229568378e+00,5.090159677395582616e-01
6.102818581149119126e+00,1.830991119056038396e+00
4.827445562791263356e+00,5.346781886423517260e-01
5.923793525488973088e+00,1.059873188695676927e+00
5.594095930157509500e+00,1.633667231561839461e+00
3.311347116633184484e+00,-9.793680447884736129e-01
4.506667465051194199e+00,9.745699375291790867e-01
4.598147823780499799e+00,1.624400307237002572e+00
4.190348335240281052e+00,2.404707879031224849e+00
3.869917150695028063e+00,2.027611838489274287e+00
2.407037991670831989e+00,1.395339756164180711e+00
2.924717409673047275e+00,1.627107755680917478e+00
2.802246565203405204e+00,1.601375545342146767e+00
3.082131604169531247e+00,5.774558413718917649e-01
2.125356024464418958e+00,1.491806311929016360e+00
1.312481268433851156e+00,1.439197384843982963e+00
2.306702521573290365e+00,2.202143177872200042e+00
3.062930775642784376e+00,1.799669223917744310e+00
2.833282214702074420e+00,1.687144774849409057e+00
3.816511774150096237e+00,1.007585232728415381e+00
2.382636292413640167e+00,8.616759242420033438e-01
2.486428838488517812e+00,7.917429844949912532e-01
3.280720667623035602e+00,3.358916406157010925e-01
4.317188330065541813e+00,-3.257362083983639245e-02
4.172144530978679988e+00,8.028713927113111382e-01
4.289547292422003721e+00,2.007164965794757672e-01
4.018566180410605426e+00,1.496025508303196139e+00
4.726508857381213069e+00,1.163293313060120848e+00
4.860643977581286634e+00,6.210041432820903040e-01
4.206607252867010871e+00,4.542037080680978445e-01
4.166027340062615991e+00,1.738049216208040537e+00
4.489905297024363584e+00,1.024863254643350263e+00
4.391436957214600589e+00,1.752949348422091713e+00
3.527462438964617863e+00,8.681563429234380180e-01
2.971552632750869005e+00,1.213444609178236933e+00
2.910802962956123174e+00,9.437238016756752668e-01
2.534633712483380208e+00,5.235082277301200682e-01
2.932139949778026722e+00,1.752693004416471467e+00
4.604150854206606525e+00,2.428981844279861413e+00
4.940754640792044405e+00,2.190624566007518759e+00
4.179689677041333873e+00,7.477594307819985797e-01
4.867852144206986864e+00,1.140818670498221055e+00
4.921832627195930954e+00,1.863022250872733654e+00
3.522422041597225384e+00,1.574229480266381209e+00
3.416006582898716282e+00,1.581484053119631028e+00
3.727952169772935420e+00,9.629746022996834576e-01
3.551520329780033958e+00,1.191972313179966436e+00
3.421378943823252694e+00,1.109350506817176951e+00
4.457971683532641727e+00,-1.315688560216825564e-01
3.441431799997745067e+00,-6.680257755504481754e-02
3.272577169188930490e+00,4.381266495115921922e-01
4.048554656447906019e+00,1.549866660568720356e+00
1.882280313844805431e+00,2.066657728632343982e+00
1.543930583179801141e+00,1.054500715348728912e+00
3.266503898916493398e+00,1.164408547024145868e+00
5.339969884091495977e+00,9.161713689034070018e-01
3.642090637701004496e+00,1.609900265005342224e+00
2.523927129038824990e+00,1.295277623147264023e-01
4.497358658328877823e+00,9.107329565941710836e-01
3.826928795587279719e+00,8.896274050911691100e-01
